Word	FREQcount 	CDcount 	FREQlow 	Cdlow	SUBTLWF	Lg10WF
끌고	2622					3.4188
거대한	2622					3.4188
이해할	2621					3.4186
4일	2619					3.4183
가만히	2618					3.4181
알려진	2618					3.4181
5	2618					3.4181
이름이	2617					3.4180
번째	2613					3.4173
내고	2613					3.4173
"아,"	2612					3.4171
아이는	2609					3.4166
말하면	2609					3.4166
천천히	2609					3.4166
방법이	2605					3.4160
가면	2605					3.4160
최대	2604					3.4158
자연	2602					3.4155
땅을	2600					3.4151
어쨌든	2598					3.4148
발을	2596					3.4145
빠른	2594					3.4141
10월	2593					3.4140
외국	2593					3.4140
"한다""고"	2593					3.4140
눈으로	2592					3.4138
내용이	2591					3.4136
된다고	2589					3.4133
지금의	2589					3.4133
이젠	2587					3.4130
몹시	2586					3.4128
목소리가	2585					3.4126
맞아	2583					3.4123
대상이	2582					3.4121
연구	2581					3.4120
넣어	2580					3.4118
심한	2576					3.4111
무척	2575					3.4109
일본은	2571					3.4103
독일	2569					3.4099
지나치게	2569					3.4099
나타났다.	2569					3.4099
되기	2560					3.4084
노력을	2557					3.4079
정신을	2555					3.4076
것이라	2552					3.4071
1년	2552					3.4071
"때문에,"	2545					3.4059
있다	2545					3.4059
끊임없이	2545					3.4059
다니는	2538					3.4047
알려져	2538					3.4047
차라리	2538					3.4047
드는	2537					3.4045
유일한	2536					3.4043
일이었다.	2536					3.4043
현실을	2534					3.4040
찾을	2534					3.4040
담배를	2534					3.4040
1월	2534					3.4040
당연히	2532					3.4036
회사	2522					3.4019
믿고	2519					3.4014
책	2519					3.4014
등에서	2517					3.4011
인사를	2514					3.4005
힘든	2511					3.4000
무엇보다도	2511					3.4000
나아가	2510					3.3998
미국은	2507					3.3993
남북	2502					3.3985
"보면,"	2500					3.3981
"않는다.
"	2499					3.3979
청와대	2498					3.3978
나오고	2496					3.3974
소설	2495					3.3972
나갈	2494					3.3971
기다리고	2493					3.3969
잘못된	2493					3.3969
유럽	2492					3.3967
포함한	2492					3.3967
의하면	2491					3.3965
자는	2491					3.3965
이루고	2489					3.3962
셈이다.	2485					3.3955
관련해	2479					3.3945
우리를	2479					3.3945
도움을	2478					3.3943
혹시	2477					3.3941
"않고,"	2476					3.3939
남자	2473					3.3934
물에	2461					3.3913
"것.
"	2461					3.3913
적극적으로	2457					3.3906
있다가	2457					3.3906
학교에	2453					3.3899
기본	2452					3.3897
나면	2451					3.3895
불러	2451					3.3895
곳을	2450					3.3893
남자가	2450					3.3893
2월	2449					3.3892
않아도	2448					3.3890
무엇보다	2448					3.3890
간의	2447					3.3888
이번에	2445					3.3885
"것이고,"	2444					3.3883
아까	2442					3.3879
얻은	2441					3.3877
높이	2439					3.3874
나라가	2439					3.3874
만들고	2439					3.3874
대형	2437					3.3870
어머니	2435					3.3867
변화가	2428					3.3854
일본이	2423					3.3845
열리는	2422					3.3844
모르게	2420					3.3840
때문이었다.	2419					3.3838
줄을	2416					3.3833
반	2415					3.3831
교육을	2412					3.3826
구체적으로	2411					3.3824
음식을	2410					3.3822
배가	2407					3.3817
사람들에게	2405					3.3813
전부터	2402					3.3808
바와	2402					3.3808
동네	2400					3.3804
사고	2394					3.3793
잠깐	2392					3.3789
~	2391					3.3788
환경	2386					3.3779
세상	2385					3.3777
나무	2384					3.3775
않았던	2376					3.3760
물건을	2375					3.3758
뭔가	2374					3.3757
공부를	2370					3.3749
생명의	2366					3.3742
잠을	2365					3.3740
비타민	2365					3.3740
보여주는	2365					3.3740
붙어	2363					3.3736
민족의	2363					3.3736
의원은	2360					3.3731
공동	2360					3.3731
무엇이	2359					3.3729
한다면	2359					3.3729
그럼에도	2358					3.3727
못한다.	2358					3.3727
필요하다.	2357					3.3725
몸에	2356					3.3724
근데	2356					3.3724
새롭게	2356					3.3724
최초의	2354					3.3720
방법은	2354					3.3720
사용할	2353					3.3718
사랑하는	2352					3.3716
거예요.	2346					3.3705
기분이	2346					3.3705
얼굴에	2342					3.3698
말씀을	2340					3.3694
10	2340					3.3694
얻을	2339					3.3692
남편이	2338					3.3690
것이며	2336					3.3687
"""그"	2334					3.3683
모아	2334					3.3683
나타내는	2333					3.3681
정확한	2333					3.3681
"됐다.
"	2331					3.3677
됩니다.	2330					3.3675
초	2326					3.3668
않기	2325					3.3666
앞	2325					3.3666
편지를	2323					3.3662
눈물이	2322					3.3660
누워	2322					3.3660
그래	2322					3.3660
자료를	2321					3.3659
이익을	2321					3.3659
문	2320					3.3657
싶다.	2313					3.3644
비가	2312					3.3642
형태로	2309					3.3636
부시	2308					3.3634
이래	2307					3.3632
문제의	2305					3.3629
미국이	2304					3.3627
이루어진	2304					3.3627
푸른	2303					3.3625
땅에	2303					3.3625
일찍	2302					3.3623
크고	2302					3.3623
가치를	2302					3.3623
흐르는	2300					3.3619
독특한	2299					3.3617
앞두고	2298					3.3615
중인	2295					3.3610
점	2295					3.3610
아이들의	2295					3.3610
있었고	2294					3.3608
분위기를	2293					3.3606
느끼는	2288					3.3596
것인지	2287					3.3595
이유를	2283					3.3587
길	2281					3.3583
처음에는	2278					3.3577
넣고	2275					3.3572
학생들이	2274					3.3570
관계	2273					3.3568
못하게	2272					3.3566
일어나는	2272					3.3566
시간에	2270					3.3562
가령	2270					3.3562
사랑의	2270					3.3562
죽을	2269					3.3560
대학의	2268					3.3558
그들을	2265					3.3553
밑에	2263					3.3549
상태에서	2262					3.3547
죽음을	2261					3.3545
"아니다.
"	2259					3.3541
계기로	2258					3.3539
역사	2256					3.3535
당	2255					3.3533
좋지	2255					3.3533
숨을	2254					3.3531
영화를	2250					3.3524
했을	2250					3.3524
사회를	2249					3.3522
어서	2248					3.3520
있어요.	2244					3.3512
듣는	2243					3.3510
가슴을	2242					3.3508
얼른	2242					3.3508
태도를	2241					3.3506
기술	2241					3.3506
차례	2240					3.3504
배를	2239					3.3502
정신이	2238					3.3501
넘어	2236					3.3497
사건을	2235					3.3495
처음부터	2235					3.3495
지역의	2233					3.3491
뭘	2232					3.3489
오른	2231					3.3487
작품	2231					3.3487
외국인	2230					3.3485
기간	2229					3.3483
그러니	2227					3.3479
어디서	2227					3.3479
것이기	2227					3.3479
읽고	2226					3.3477
회사의	2224					3.3473
자기를	2221					3.3467
진짜	2220					3.3465
아무래도	2218					3.3462
방	2218					3.3462
싶었다.	2218					3.3462
심지어	2217					3.3460
잡아	2217					3.3460
효과가	2217					3.3460
가질	2215					3.3456
행동을	2214					3.3454
프로그램을	2213					3.3452
금방	2211					3.3448
자세히	2207					3.3440
당연한	2205					3.3436
사회에	2202					3.3430
하다가	2196					3.3418
받게	2195					3.3416
절대	2195					3.3416
외에	2195					3.3416
표정을	2194					3.3414
마침	2193					3.3412
나이	2191					3.3408
사회가	2190					3.3406
보면서	2185					3.3397
양	2182					3.3391
아울러	2181					3.3389
계획을	2181					3.3389
반대로	2180					3.3387
검찰은	2180					3.3387
하니	2174					3.3375
있으니	2174					3.3375
모습은	2172					3.3371
굳이	2171					3.3369
부분을	2168					3.3363
다르다.	2167					3.3361
뜨거운	2164					3.3355
요구하는	2162					3.3351
딱	2161					3.3349
2000년	2159					3.3345
상황이	2159					3.3345
전체의	2158					3.3343
가슴	2157					3.3341
문화를	2156					3.3339
중에는	2156					3.3339
북한이	2153					3.3332
"있다""며"	2153					3.3332
얻어	2153					3.3332
사람과	2151					3.3328
방식으로	2150					3.3326
해가	2149					3.3324
이건	2148					3.3322
작업을	2144					3.3314
것들이	2142					3.3310
하늘을	2140					3.3306
눈길을	2140					3.3306
한때	2140					3.3306
"하는데,"	2140					3.3306
김대중	2139					3.3304
드디어	2139					3.3304
아내는	2138					3.3302
만날	2136					3.3298
몇몇	2132					3.3290
지어	2132					3.3290
"한편,"	2130					3.3286
오늘은	2130					3.3286
있었기	2129					3.3284
뛰어난	2129					3.3284
갈수록	2127					3.3280
언어	2127					3.3280
기준으로	2126					3.3278
곳으로	2124					3.3274
걸려	2124					3.3274
어렵다.	2123					3.3272
아이들을	2122					3.3269
무서운	2121					3.3267
이르기까지	2119					3.3263
더이상	2113					3.3251
내용은	2112					3.3249
좋을	2111					3.3247
입장에서	2109					3.3243
이용한	2109					3.3243
꽤	2108					3.3241
다리를	2106					3.3237
의원	2106					3.3237
"물었다.
"	2103					3.3230
문제로	2093					3.3210
영국의	2091					3.3206
아내가	2086					3.3195
"""내가"	2084					3.3191
맨	2081					3.3185
땅	2081					3.3185
지방	2081					3.3185
거기서	2081					3.3185
들면	2079					3.3181
11월	2078					3.3179
작가	2078					3.3179
일어난	2077					3.3176
대규모	2076					3.3174
고려	2076					3.3174
그림	2076					3.3174
목소리로	2074					3.3170
강	2072					3.3166
떠나	2071					3.3164
기타	2070					3.3162
"알려졌다.
"	2069					3.3160
그린	2064					3.3149
과거의	2063					3.3147
──	2062					3.3145
·	2059					3.3139
사건이	2057					3.3134
조금도	2057					3.3134
적극적인	2057					3.3134
아침에	2056					3.3132
굉장히	2054					3.3128
놓여	2052					3.3124
매년	2052					3.3124
선거	2049					3.3118
뜻이	2048					3.3115
웃음을	2047					3.3113
들어가는	2047					3.3113
적절한	2046					3.3111
그야말로	2044					3.3107
또다시	2043					3.3105
살아가는	2042					3.3103
입에	2042					3.3103
특정	2040					3.3098
너는	2039					3.3096
주장을	2039					3.3096
일본에	2039					3.3096
보낸	2037					3.3092
찬	2037					3.3092
지은	2036					3.3090
하나도	2035					3.3088
한국에	2035					3.3088
다를	2034					3.3086
아이의	2032					3.3081
여자를	2032					3.3081
서양	2031					3.3079
질문을	2026					3.3069
"없다""고"	2025					3.3066
자신들의	2025					3.3066
거리를	2025					3.3066
백	2023					3.3062
생각하면	2023					3.3062
둘러싼	2022					3.3060
이상이	2022					3.3060
끝까지	2021					3.3058
"그러나,"	2021					3.3058
어제	2020					3.3056
술	2019					3.3054
걸어	2019					3.3054
한꺼번에	2017					3.3049
아닙니다.	2017					3.3049
팔을	2017					3.3049
선	2016					3.3047
거기	2014					3.3043
한동안	2013					3.3041
의	2013					3.3041
동일한	2011					3.3036
최	2011					3.3036
느낌이	2008					3.3030
명	2003					3.3019
결과가	2000					3.3012
발표한	2000					3.3012
친구가	1999					3.3010
"관련,"	1999					3.3010
현상이	1997					3.3006
읽는	1997					3.3006
방향을	1997					3.3006
목적으로	1997					3.3006
사	1996					3.3004
절대로	1996					3.3004
개인	1994					3.2999
보며	1994					3.2999
(1)	1993					3.2997
가슴에	1993					3.2997
앉아서	1992					3.2995
학생	1992					3.2995
"것은,"	1991					3.2993
것이고	1990					3.2991
집이	1988					3.2986
몸	1986					3.2982
올라	1985					3.2980
시작된	1985					3.2980
내린	1984					3.2978
것보다	1984					3.2978
남편의	1983					3.2975
상대적으로	1980					3.2969
치고	1978					3.2964
부분이	1978					3.2964
"합니다.
"	1976					3.2960
당신은	1976					3.2960
끝내	1975					3.2958
자연의	1975					3.2958
조사	1975					3.2958
극히	1973					3.2953
상황에	1973					3.2953
불과	1972					3.2951
자연스럽게	1970					3.2947
한국은	1970					3.2947
더욱이	1970					3.2947
경험을	1967					3.2940
(2)	1965					3.2936
어머니를	1964					3.2934
갖춘	1964					3.2934
보게	1962					3.2929
시선을	1962					3.2929
얘기가	1962					3.2929
정도가	1962					3.2929
들어갔다.	1961					3.2927
내일	1959					3.2923
했다고	1958					3.2920
길게	1956					3.2916
하얀	1954					3.2911
움직이는	1952					3.2907
의미에서	1952					3.2907
쓰지	1952					3.2907
발전을	1951					3.2905
기회가	1949					3.2900
생기는	1946					3.2894
정책을	1946					3.2894
사상	1945					3.2891
6	1944					3.2889
후보	1944					3.2889
엄마가	1943					3.2887
친구	1942					3.2885
나선	1942					3.2885
반응을	1941					3.2882
"아니,"	1941					3.2882
이야기	1941					3.2882
운동	1941					3.2882
정확히	1940					3.2880
들을	1940					3.2880
길은	1939					3.2878
경기도	1937					3.2874
들어간	1937					3.2874
경기를	1936					3.2871
돌아온	1931					3.2860
얼굴로	1930					3.2858
도저히	1928					3.2853
시절	1927					3.2851
남을	1924					3.2844
알지	1924					3.2844
"말한다.
"	1924					3.2844
인간을	1924					3.2844
온통	1924					3.2844
주장하는	1922					3.2840
철저히	1922					3.2840
"첫째,"	1919					3.2833
"보고,"	1919					3.2833
벗어나	1919					3.2833
소설을	1918					3.2831
규모의	1916					3.2826
2년	1915					3.2824
"예정이다.
"	1914					3.2822
"전했다.
"	1914					3.2822
버렸다.	1913					3.2819
당신이	1913					3.2819
생각	1913					3.2819
"보였다.
"	1909					3.2810
이용해	1908					3.2808
이용하여	1908					3.2808
빠진	1907					3.2806
종류의	1907					3.2806
있었다는	1905					3.2801
주변	1905					3.2801
나름대로	1903					3.2797
마음의	1903					3.2797
이야기는	1902					3.2794
도시	1901					3.2792
생각에	1900					3.2790
있어도	1897					3.2783
해외	1897					3.2783
자신도	1896					3.2781
가난한	1895					3.2778
내용의	1895					3.2778
덜	1895					3.2778
일반적인	1892					3.2772
남자는	1891					3.2769
"주장했다.
"	1891					3.2769
는	1891					3.2769
시기에	1888					3.2762
저도	1887					3.2760
개발	1887					3.2760
작가의	1885					3.2755
태어난	1885					3.2755
이전에	1885					3.2755
잠이	1885					3.2755
1백	1884					3.2753
형태의	1884					3.2753
현상을	1883					3.2751
점에	1882					3.2749
마치고	1881					3.2746
있으므로	1881					3.2746
"했고,"	1880					3.2744
아시아	1880					3.2744
생명을	1880					3.2744
곧바로	1878					3.2739
피해	1877					3.2737
되도록	1877					3.2737
했다는	1876					3.2735
두어	1873					3.2728
없어서	1873					3.2728
복잡한	1872					3.2725
잔뜩	1871					3.2723
고통을	1869					3.2718
사이에서	1866					3.2711
연	1863					3.2704
얼굴	1862					3.2702
검찰	1862					3.2702
느끼게	1861					3.2700
이들을	1860					3.2697
이상을	1860					3.2697
문학의	1859					3.2695
4.	1856					3.2688
최종	1854					3.2683
필요로	1854					3.2683
쉽지	1854					3.2683
들어와	1853					3.2681
한마디로	1853					3.2681
내내	1850					3.2674
좁은	1849					3.2672
어두운	1848					3.2669
세상이	1848					3.2669
세계에	1848					3.2669
화가	1846					3.2665
목숨을	1846					3.2665
조용히	1845					3.2662
미국과	1845					3.2662
전쟁	1844					3.2660
낯선	1844					3.2660
바라보는	1844					3.2660
이름으로	1843					3.2658
귀를	1842					3.2655
잊지	1842					3.2655
한두	1841					3.2653
면에서	1839					3.2648
"시작했다.
"	1839					3.2648
일하는	1838					3.2646
그러다가	1835					3.2639
"왔다.
"	1834					3.2636
어느새	1832					3.2632
분명	1831					3.2629
나란히	1831					3.2629
소리로	1831					3.2629
밝힌	1830					3.2627
불리는	1830					3.2627
사회에서	1827					3.2620
무려	1826					3.2617
"""나는"	1826					3.2617
강하게	1826					3.2617
목소리를	1825					3.2615
특별히	1824					3.2613
자체를	1823					3.2610
달려	1822					3.2608
라고	1822					3.2608
전문	1822					3.2608
아내의	1820					3.2603
아버지를	1819					3.2601
놈이	1819					3.2601
도로	1819					3.2601
정작	1818					3.2598
낡은	1818					3.2598
사업을	1817					3.2596
결혼	1817					3.2596
위대한	1816					3.2594
"둘째,"	1816					3.2594
지나	1816					3.2594
따뜻한	1816					3.2594
있었을	1813					3.2586
씨는	1813					3.2586
배	1812					3.2584
충분한	1810					3.2579
앉은	1809					3.2577
원인이	1808					3.2574
대화를	1808					3.2574
김씨는	1807					3.2572
목을	1806					3.2570
이루는	1806					3.2570
아이들	1804					3.2565
