V1,V2,V3,V4
weaksubj,격식에 맞아,1,positive
weaksubj,격식을 갖추지 않고,-1,negative
weaksubj,격에 어울리지,-1,negative
strongsubj,격하게,-2,negative
strongsubj,격하게 되다,-2,negative
strongsubj,격하다,0,neutral
strongsubj,격하시키다,-2,negative
strongsubj,격한,-2,negative
strongsubj,격한 감정이,-2,negative
strongsubj,격한 기운이,-2,negative
strongsubj,격한 느낌이,-2,negative
weaksubj,겪거나 불쌍한,-1,negative
weaksubj,견고하다,1,positive
strongsubj,견디기 어렵게,-2,negative
strongsubj,견디기가 어려울,-2,negative
weaksubj,견디어 내다,1,positive
strongsubj,견딜 수 없는,-2,negative
weaksubj,견줄 수 없을 정도로,1,positive
weaksubj,결기가,-1,negative
weaksubj,결기가 나다,-1,negative
weaksubj,결단성 없다,-1,negative
weaksubj,결단성 없이,-1,negative
weaksubj,결단성이 없고,-1,negative
weaksubj,결단성이 없다,-1,negative
weaksubj,결단을 못 내리는,-1,negative
strongsubj,결딴날,-2,negative
strongsubj,결딴날 듯이,-2,negative
weaksubj,결막염,-1,negative
strongsubj,결석,-2,negative
strongsubj,결석하다,-2,negative
weaksubj,결심 없이,-1,negative
weaksubj,결점,-1,negative
weaksubj,결점이 없도록,1,positive
weaksubj,결정을 못하고,-1,negative
weaksubj,결정하지 못하고,-1,negative
weaksubj,결정하지 못하는,-1,negative
weaksubj,결정하지 못하다,-1,negative
weaksubj,결정하지 못함,-1,negative
strongsubj,결핍,-2,negative
strongsubj,결핍증,-2,negative
weaksubj,결함,-1,negative
weaksubj,결함을,-1,negative
weaksubj,결함을 드러내어,-1,negative
weaksubj,결함을 들추어,-1,negative
weaksubj,결함을 풍자하였다,-1,negative
strongsubj,결함이 없이,2,positive
weaksubj,결함이 있다,-1,negative
weaksubj,결함이나,-1,negative
weaksubj,결함이나 잘못,-1,negative
weaksubj,결함이나 잘못에,-1,negative
weaksubj,결핵,-1,negative
weaksubj,겸손하게,1,positive
weaksubj,겸손하게 이르는,1,positive
weaksubj,겸손하고,1,positive
strongsubj,겸손하고 예의,2,positive
strongsubj,겸손하고 예의 바른,2,positive
strongsubj,겸손하다,2,positive
strongsubj,겸손한,2,positive
weaksubj,겸연쩍고,-1,negative
weaksubj,겸연쩍다,-1,negative
strongsubj,겹거나,-2,negative
strongsubj,겹게,-2,negative
strongsubj,겹게 여기다,-2,negative
strongsubj,경건하다,2,positive
weaksubj,경건한,1,positive
weaksubj,경련,-1,negative
strongsubj,경련을 일으키다,-2,negative
weaksubj,경련이,-1,negative
strongsubj,경련이 일어나,-2,negative
weaksubj,경망스러우며,-1,negative
strongsubj,경망스러우며 추잡하다,-2,negative
weaksubj,경망스러운,-1,negative
weaksubj,경망스러운 여자를,-1,negative
weaksubj,경망스럽게,-1,negative
weaksubj,경망스럽게 까부는,-1,negative
weaksubj,경망스럽게 내어,-1,negative
strongsubj,경망스럽게 내흔들거나,-2,negative
weaksubj,경망스럽게 놀려,-1,negative
weaksubj,경망스럽게 덤비며,-1,negative
weaksubj,경망스럽게 떠벌리는,-1,negative
weaksubj,경망스럽게 이리저리,-1,negative
weaksubj,경망스럽게 추켰다,-1,negative
weaksubj,경망스럽게 행동하는,-1,negative
weaksubj,경망스럽게 행동하다,-1,negative
weaksubj,경망스럽고,-1,negative
weaksubj,경망스럽고 가볍게,-1,negative
weaksubj,경망스럽고 방정맞은,-1,negative
strongsubj,경망스럽다,-2,negative
weaksubj,경망하게,-1,negative
weaksubj,경망하게 행동하는,-1,negative
weaksubj,경망하게 행동하다,-1,negative
weaksubj,경망한,-1,negative
weaksubj,경망한 짓,-1,negative
strongsubj,경멸,-2,negative
strongsubj,경멸하다,-2,negative
strongsubj,경멸히,-2,negative
strongsubj,경멸히 여겨,-2,negative
weaksubj,경박스럽게,-1,negative
strongsubj,경박스럽게 함부로,-2,negative
weaksubj,경박하게,-1,negative
weaksubj,경박하다,-1,negative
weaksubj,경박한,-1,negative
weaksubj,경박한 행동을,-1,negative
strongsubj,경사스러운,2,positive
strongsubj,경사스러운 일을,2,positive
strongsubj,경상,-2,negative
weaksubj,경솔하게,-1,negative
weaksubj,경솔하게 까부는,-1,negative
weaksubj,경솔하게 말하며,-1,negative
weaksubj,경솔하게 행동하는,-1,negative
weaksubj,경솔하게 행동하다,-1,negative
weaksubj,경솔하게 행동하여,-1,negative
weaksubj,경솔하고,-1,negative
strongsubj,경솔하고 방정맞게,-2,negative
weaksubj,경솔하다,-1,negative
weaksubj,경솔한,-1,negative
weaksubj,경솔한 모양,-1,negative
strongsubj,경이로운,2,positive
strongsubj,경이롭다,2,positive
strongsubj,경치 좋은,2,positive
strongsubj,경치가 뛰어나거나,2,positive
strongsubj,경치가 맑고,2,positive
strongsubj,경치가 아름다움을,2,positive
strongsubj,경치가 아름답다,2,positive
strongsubj,경치가 좋거나,2,positive
strongsubj,경치도 좋음,2,positive
strongsubj,경치를 즐기는,2,positive
strongsubj,경쾌하다,2,positive
weaksubj,경험이 많고,1,positive
weaksubj,경험이 적거나,-1,negative
weaksubj,경황이 없어,-1,negative
strongsubj,계급을 올림,2,positive
strongsubj,계급이 오름,2,positive
weaksubj,계속 게워,-1,negative
weaksubj,계속 공허하다,-1,negative
weaksubj,계속 공허한,-1,negative
weaksubj,계속 까부는,-1,negative
weaksubj,계속 까불다,-1,negative
weaksubj,계속 놀리다,-1,negative
weaksubj,계속 다투다,-1,negative
weaksubj,계속 떠들어,-1,negative
weaksubj,계속 밉살스럽게,-1,negative
strongsubj,계속 부정하다,-2,negative
strongsubj,계속 불평을,-2,negative
weaksubj,계속 서운하다,-1,negative
weaksubj,계속 서운한,-1,negative
weaksubj,계속 성을,-1,negative
weaksubj,계속 아첨하는,-1,negative
weaksubj,계속 어지럽고,-1,negative
weaksubj,계속 쩔쩔매거나,-1,negative
weaksubj,계속 토할,-1,negative
weaksubj,계속 헤프게,-1,negative
strongsubj,계속 흥겹게,2,positive
strongsubj,고결 함,2,positive
strongsubj,고결한 풍채를,2,positive
strongsubj,고귀한,2,positive
strongsubj,고귀한 사람,2,positive
strongsubj,고급,2,positive
strongsubj,고급스럽다,2,positive
strongsubj,고급지다,2,positive
weaksubj,고까워하는,-1,negative
weaksubj,고까워하는 데가,-1,negative
weaksubj,고까워하는 태도가,-1,negative
weaksubj,고까워하는 태도를,-1,negative
strongsubj,고난,-2,negative
strongsubj,고단하다,-2,negative
strongsubj,고단하여,-2,negative
strongsubj,고달프다,-2,negative
strongsubj,고도화,-2,negative
strongsubj,고도화되다,-2,negative
strongsubj,고되다,-2,negative
strongsubj,고르고,2,positive
strongsubj,고르고 반듯하게,2,positive
strongsubj,고르고 야무지다,2,positive
strongsubj,고르다,2,positive
weaksubj,고르지 못하거나,-1,negative
weaksubj,고르지 못한,-1,negative
weaksubj,고르지 아니하게,-1,negative
weaksubj,고르지 아니하고,-1,negative
weaksubj,고르지 않고,-1,negative
weaksubj,고름,-1,negative
weaksubj,고름이 나오는,-1,negative
weaksubj,고름이 생기는,-1,negative
weaksubj,고름이 생기다,-1,negative
weaksubj,고름집,-1,negative
weaksubj,고리게,-1,negative
strongsubj,고마운,2,positive
strongsubj,고마운 마음,2,positive
strongsubj,고마운 마음이,2,positive
strongsubj,고마움,2,positive
strongsubj,고마움을,2,positive
strongsubj,고마움을 깊이,2,positive
strongsubj,고마움을 나타내거나,2,positive
strongsubj,고마움을 나타내는,2,positive
strongsubj,고마워하다,2,positive
strongsubj,고맙게,2,positive
strongsubj,고맙게 베풀어,2,positive
strongsubj,고맙게 여기는,2,positive
strongsubj,고맙게 여기다,2,positive
strongsubj,고맙게 여김,2,positive
strongsubj,고맙다,2,positive
strongsubj,고백,2,positive
strongsubj,고부라지거나,0,neutral
strongsubj,고부라지거나 비틀어지며,0,neutral
strongsubj,고분고분하게,2,positive
strongsubj,고분고분하고,2,positive
strongsubj,고분고분하고 온순하게,2,positive
strongsubj,고분고분하고 온순하다,2,positive
strongsubj,고분고분하다,2,positive
weaksubj,고분고분하지 못하고,-1,negative
weaksubj,고비를,-1,negative
weaksubj,고상하고,1,positive
strongsubj,고상하다,2,positive
strongsubj,고상한,2,positive
strongsubj,고상한 기질과,2,positive
weaksubj,고상한 남자,1,positive
weaksubj,고상한 이야기,1,positive
strongsubj,고상한 인품을,2,positive
strongsubj,고상한 풍채,2,positive
strongsubj,고생스러운,-2,negative
weaksubj,고생을,-1,negative
weaksubj,고생을 격다,-1,negative
weaksubj,고생을 하다,-1,negative
weaksubj,고생이나,-1,negative
weaksubj,고생하거나,-1,negative
strongsubj,고생하거나 두려워하여,-2,negative
weaksubj,고생하다,-1,negative
strongsubj,고성능,2,positive
weaksubj,고소 공포증,-1,negative
strongsubj,고약하게,-2,negative
strongsubj,고약하다,-2,negative
strongsubj,고약함,-2,negative
strongsubj,고약해서,-2,negative
weaksubj,고열,-1,negative
weaksubj,고열 따위로,-1,negative
weaksubj,고요하게,1,positive
weaksubj,고요하게 함,1,positive
weaksubj,고요하고,1,positive
strongsubj,고요하고 아름다운,2,positive
weaksubj,고요함,1,positive
weaksubj,고요해짐,1,positive
strongsubj,고운,2,positive
strongsubj,고운 빛깔,2,positive
strongsubj,고움,2,positive
weaksubj,고자질함,-1,negative
weaksubj,고작,-1,negative
weaksubj,고장나다,-1,negative
weaksubj,고지혈증,-1,negative
weaksubj,고질병,-1,negative
weaksubj,고집,-1,negative
weaksubj,고집스레,-1,negative
weaksubj,고집스레 싫다고,-1,negative
weaksubj,고집을,-1,negative
weaksubj,고집을 부리거나,-1,negative
weaksubj,고집을 부리는,-1,negative
weaksubj,고집을 부림,-1,negative
weaksubj,고집이,-1,negative
weaksubj,고집이 세어,-1,negative
weaksubj,고집이 센,-1,negative
weaksubj,고집이 있는,-1,negative
weaksubj,고쳐,1,positive
weaksubj,고쳐 세우다,1,positive
weaksubj,고쳐 지음,1,positive
weaksubj,고쳐 짓다,1,positive
strongsubj,고충,-2,negative
weaksubj,고치기 어려운,-1,negative
weaksubj,고치긱 어려운,-1,negative
weaksubj,고치다,1,positive
strongsubj,고치어 바로잡다,2,positive
weaksubj,고타분히,-1,negative
strongsubj,고통,-2,negative
strongsubj,고통스러운,-2,negative
strongsubj,고통스러운 상태,-2,negative
strongsubj,고통스러운 일이나,-2,negative
strongsubj,고통스럽거나,-2,negative
strongsubj,고통스럽게,-2,negative
strongsubj,고통스럽게 일함,-2,negative
strongsubj,고통스럽다,-2,negative
strongsubj,고통을,-2,negative
strongsubj,고통을 당하여,-2,negative
strongsubj,고통을 이른다,-2,negative
strongsubj,고통을 주다,-2,negative
strongsubj,고통을 주며,-2,negative
strongsubj,고통이,-2,negative
strongsubj,고통이 지속되는,-2,negative
strongsubj,고통이나,-2,negative
strongsubj,고통이나 곤란에,-2,negative
strongsubj,고통이나 시달림으로,-2,negative
strongsubj,고통이나 어려운,-2,negative
strongsubj,고통이라는,-2,negative
strongsubj,고통이라는 뜻으로,-2,negative
strongsubj,고품질,2,positive
strongsubj,고한,-2,negative
weaksubj,고함,-1,negative
weaksubj,고함을 지르면서,-1,negative
weaksubj,고혈압,-1,negative
strongsubj,곤궁하고,-2,negative
strongsubj,곤궁하다,-2,negative
weaksubj,곤궁하여,-1,negative
weaksubj,곤궁함,-1,negative
weaksubj,곤란에,-1,negative
weaksubj,곤란에 대하여,-1,negative
weaksubj,곤란이나,-1,negative
weaksubj,곤란이나 시련이,-1,negative
weaksubj,곤란하게,-1,negative
weaksubj,곤란하게 되다,-1,negative
weaksubj,곤란하다,-1,negative
weaksubj,곤란하여 지는,-1,negative
weaksubj,곤란한,-1,negative
weaksubj,곤란한 병,-1,negative
weaksubj,곤란한 사정을,-1,negative
weaksubj,곤란한 상태를,-1,negative
weaksubj,곤장으로 치던,-1,negative
strongsubj,곤혹스러운,-2,negative
strongsubj,곤혹스럽다,-2,negative
weaksubj,곧게,1,positive
weaksubj,곧게 되다,1,positive
weaksubj,곧고,1,positive
weaksubj,곧고 올바름,1,positive
weaksubj,곧다,1,positive
weaksubj,곧바르지 아니하고,-1,negative
weaksubj,곧잘 흥분하는,-1,negative
weaksubj,곧장 나아가다,1,positive
weaksubj,곧지 못하고,-1,negative
strongsubj,골골 앓아서,-2,negative
strongsubj,골나다,-2,negative
strongsubj,골똘하게,0,neutral
strongsubj,골리는,-2,negative
strongsubj,골리는 짓,-2,negative
strongsubj,골이 나게,-2,negative
weaksubj,곪느라고,-1,negative
weaksubj,곪느라고 쑤시다,-1,negative
weaksubj,곯려 주다,-1,negative
weaksubj,곯리거나,-1,negative
weaksubj,곯아서,-1,negative
weaksubj,곯아서 물크러질,-1,negative
weaksubj,곯은,-1,negative
weaksubj,곯은 듯하다,-1,negative
weaksubj,곰살갑지 못하며,-1,negative
weaksubj,곰살궂지 못하고,-1,negative
weaksubj,곰팡내,-1,negative
strongsubj,곰팡이,-2,negative
strongsubj,곱거나,2,positive
strongsubj,곱게,2,positive
strongsubj,곱게 꾸며,2,positive
strongsubj,곱게 피어나는,2,positive
strongsubj,곱게 피어나다,2,positive
strongsubj,곱고,2,positive
strongsubj,곱고 바르며,2,positive
strongsubj,곱고 보드라운,2,positive
strongsubj,곱고 보드랍다,2,positive
strongsubj,곱고 아름답다,2,positive
strongsubj,곱다,2,positive
strongsubj,곱살스러우면서도,2,positive
strongsubj,곱살스러우면서도 트인,2,positive
strongsubj,곱살스럽게,2,positive
strongsubj,곱살스레,2,positive
weaksubj,곱실대다,-1,negative
strongsubj,곱절 용감하다,2,positive
weaksubj,곱지 아니하다,-1,negative
weaksubj,곱지 않고,-1,negative
weaksubj,곳에서 평안히,1,positive
weaksubj,공갈,-1,negative
strongsubj,공개적으로 비난하다,-2,negative
strongsubj,공격받다,-2,negative
strongsubj,공격하다,0,neutral
strongsubj,공경의,2,positive
strongsubj,공경의 예를,2,positive
strongsubj,공경하는,2,positive
strongsubj,공경하는 마음으로,2,positive
strongsubj,공경하다,2,positive
strongsubj,공경하며,2,positive
strongsubj,공경하여,2,positive
strongsubj,공경하여 모시다,2,positive
strongsubj,공경할,2,positive
strongsubj,공경할 만하다,2,positive
weaksubj,공공연히 불법적으로,-1,negative
weaksubj,공교롭고,-1,negative
weaksubj,공교롭고 이상하다,-1,negative
strongsubj,공기가 상쾌하다,2,positive
strongsubj,공덕으로,2,positive
strongsubj,공덕을,2,positive
strongsubj,공덕을 칭송하는,2,positive
strongsubj,공덕의 힘,2,positive
weaksubj,공덕이 있는,1,positive
weaksubj,공로에,1,positive
weaksubj,공로와,1,positive
weaksubj,공로와 업적,1,positive
weaksubj,공범자에,-1,negative
strongsubj,공손하게,2,positive
weaksubj,공손하다,1,positive
weaksubj,공손하지 아니하고,-1,negative
strongsubj,공손함을,2,positive
strongsubj,공손함을 더하여,2,positive
strongsubj,공손히,2,positive
strongsubj,공손히 진찰하다,2,positive
weaksubj,공연한,-1,negative
weaksubj,공연한 짓을,-1,negative
weaksubj,공연히,-1,negative
weaksubj,공연히 놀며,-1,negative
strongsubj,공연히 미워하고,-2,negative
strongsubj,공익을,2,positive
strongsubj,공익을 목적으로,2,positive
strongsubj,공적의,0,neutral
strongsubj,공적이 많은,2,positive
strongsubj,공정하다,2,positive
strongsubj,공정하여,2,positive
weaksubj,공정한,1,positive
strongsubj,공정함,2,positive
weaksubj,공평하다,1,positive
weaksubj,공평하여,1,positive
weaksubj,공평하여 어느,1,positive
weaksubj,공평함,1,positive
strongsubj,공포,-2,negative
weaksubj,공포나,-1,negative
strongsubj,공포나 긴장으로,-2,negative
strongsubj,공포증,-2,negative
weaksubj,공허하다,-1,negative
weaksubj,공허한,-1,negative
weaksubj,공허한 느낌,-1,negative
weaksubj,공허한 느낌이,-1,negative
weaksubj,공황상태,-1,negative
weaksubj,공황장애,-1,negative
strongsubj,과거에 급제하여,2,positive
weaksubj,과격하다,-1,negative
weaksubj,과격한,-1,negative
weaksubj,과금,-1,negative
weaksubj,과대망상에,-1,negative
weaksubj,과대망상에 빠진,-1,negative
weaksubj,과도하게,-1,negative
weaksubj,과로,-1,negative
weaksubj,과로 따위가,-1,negative
weaksubj,과로 따위로,-1,negative
weaksubj,과로로,-1,negative
weaksubj,과식을,-1,negative
weaksubj,과식을 하거나,-1,negative
strongsubj,과음,-2,negative
weaksubj,과음하거나,-1,negative
strongsubj,과장되다,-2,negative
weaksubj,과장되어,-1,negative
strongsubj,과장된,-2,negative
strongsubj,과체중,-2,negative
weaksubj,과하다,-1,negative
weaksubj,관계가 끊어지거나,-1,negative
weaksubj,관계가 끊어지는,-1,negative
weaksubj,관계가 끊어지다,-1,negative
weaksubj,관계가 맺어지다,1,positive
weaksubj,관계를 끊다,-1,negative
weaksubj,관계를 맺다,1,positive
